trigger,target_id,name,ra,dec,pos_err_arcsec,enhanced,z_limit,has_position,curve_url
257741,00257741,GRB 070126,,,,,,False,https://www.swift.ac.uk/xrt_curves/00257741/
255445,00255445,GRB 070110,00 03 39.17,-52 58 27.2,3.7,No,,True,https://www.swift.ac.uk/xrt_curves/00255445/
254532,00254532,GRB 070103,23 30 13.65,+26 52 32.4,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00254532/
252593,00252593,GRB 061222B,07 01 24.64,-25 51 37.6,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00252593/
252588,00252588,GRB 061222A,23 53 3.38,+46 31 55.5,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00252588/
251863,00251863,GRB 061218,,,,,,False,https://www.swift.ac.uk/xrt_curves/00251863/
251634,00251634,GRB 061217,,,,,,False,https://www.swift.ac.uk/xrt_curves/00251634/
241963,00241963,GRB 061202,07 02 6.37,-74 41 54.7,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00241963/
241840,00241840,GRB 061201,22 08 32.46,-74 34 48.5,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00241840/
240766,00240766,GRB 061126,05 46 24.45,+64 12 37.3,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00240766/
238174,00238174,GRB 061110B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00238174/
238108,00238108,GRB 061110A,22 25 9.90,-02 15 30.3,2.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00238108/
236430,00236430,GRB 061102,,,,,,False,https://www.swift.ac.uk/xrt_curves/00236430/
235715,00235715,GRB 061028,06 28 54.67,+46 17 57.0,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00235715/
235645,00235645,possible GRB 061027,,,,,,False,https://www.swift.ac.uk/xrt_curves/00235645/
234516,00234516,GRB 061019,06 06 31.13,+29 34 11.7,3.5,No,2.0,True,https://www.swift.ac.uk/xrt_curves/00234516/
232585,00232585,GRB 061006,07 24 7.90,-79 11 55.5,3.0,Yes,3.8,True,https://www.swift.ac.uk/xrt_curves/00232585/
232339,00232339,GRB 061004,06 31 10.92,-45 54 24.5,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00232339/
231702,00231702,GRB 060929,17 32 28.93,+29 50 06.6,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00231702/
231362,00231362,GRB 060927,21 58 12.03,+05 21 50.2,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00231362/
230711,00230711,GRB 060923C,23 04 28.38,+03 55 34.8,3.1,No,,True,https://www.swift.ac.uk/xrt_curves/00230711/
230702,00230702,GRB 060923B,15 52 46.66,-30 54 12.9,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00230702/
230662,00230662,GRB 060923A,16 58 28.04,+12 21 40.5,2.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00230662/
230115,00230115,GRB 060919,18 27 41.80,-51 00 52.4,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00230115/
229185,00229185,GRB 060912A,00 21 8.11,+20 58 20.5,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00229185/
228581,00228581,GRB 060908,02 07 18.43,+00 20 33.2,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00228581/
228006,00228006,GRB 060904B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00228006/
226382,00226382,GRB 060825,01 12 28.86,+55 47 49.5,3.4,No,,True,https://www.swift.ac.uk/xrt_curves/00226382/
223217,00223217,GRB 060807,16 50 2.52,+31 35 29.3,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00223217/
222683,00222683,GRB 060805A,14 43 43.44,+12 35 11.5,3.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00222683/
222546,00222546,GRB 060804,07 28 49.30,-27 12 56.2,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00222546/
222154,00222154,GRB 060801,14 12 1.27,+16 58 54.3,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00222154/
221755,00221755,GRB 060729,06 21 31.48,-62 22 11.3,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00221755/
221627,00221627,GRB 060728,,,,,,False,https://www.swift.ac.uk/xrt_curves/00221627/
220020,00220020,GRB 060719,01 13 43.72,-48 22 50.8,2.7,Yes,3.3,True,https://www.swift.ac.uk/xrt_curves/00220020/
219646,00219646,GRB 060717,,,,,,False,https://www.swift.ac.uk/xrt_curves/00219646/
219101,00219101,GRB 060714,15 11 26.35,-06 33 58.2,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00219101/
218582,00218582,GRB 060712,12 16 16.01,+35 32 15.9,3.1,No,,True,https://www.swift.ac.uk/xrt_curves/00218582/
217805,00217805,GRB 060708,00 31 13.78,-33 45 32.8,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00217805/
217704,00217704,GRB 060707,23 48 19.04,-17 54 17.7,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00217704/
213630,00213630,GRB 060605,21 28 37.38,-06 03 31.3,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00213630/
211957,00211957,GRB 060526,15 31 18.15,+00 17 08.9,3.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00211957/
211117,00211117,GRB 060522,21 31 44.91,+02 53 09.8,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00211117/
209755,00209755,GRB 060512,13 03 5.76,+41 11 26.8,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00209755/
209352,00209352,GRB 060510B,15 56 27.81,+78 34 10.6,4.6,No,,True,https://www.swift.ac.uk/xrt_curves/00209352/
209351,00209351,GRB 060510A,06 23 28.16,-01 09 46.9,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00209351/
208870,00208870,GRB 060507,05 59 51.05,+75 14 53.5,4.0,No,3.0,True,https://www.swift.ac.uk/xrt_curves/00208870/
208169,00208169,GRB 060502A,16 03 42.59,+66 36 00.6,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00208169/
