trigger,target_id,name,ra,dec,pos_err_arcsec,enhanced,z_limit,has_position,curve_url
370846,00370846,GRB090927,22 55 53.76,-70 58 44.0,3.7,No,,True,https://www.swift.ac.uk/xrt_curves/00370846/
370791,00370791,GRB090926B,03 05 14.16,-39 00 22.0,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00370791/
362633,00362633,GRB090912,12 32 10.28,+61 29 03.8,2.1,Yes,2.0,True,https://www.swift.ac.uk/xrt_curves/00362633/
361958,00361958,SAX J1818.6-1703,18 18 37.73,-17 02 50.4,2.2,Yes,,True,https://www.swift.ac.uk/xrt_curves/00361958/
361831,00361831,GRB090904B,17 36 44.44,-25 12 49.5,2.0,Yes,2.6,True,https://www.swift.ac.uk/xrt_curves/00361831/
361830,00361830,GRB090904,06 43 32.60,+50 12 12.9,2.2,Yes,,True,https://www.swift.ac.uk/xrt_curves/00361830/
361489,00361489,GRB090831C,07 13 10.62,-25 07 06.9,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00361489/
361477,00361477,GRB090831B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00361477/
360435,00360435,Subthreshold non-burst,16 40 47.32,-47 20 29.1,3.9,No,,True,https://www.swift.ac.uk/xrt_curves/00360435/
359951,00359951,GRB090814,15 58 26.29,+25 37 51.3,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00359951/
359884,00359884,GRB090813,15 03 5.24,+88 34 05.3,2.1,Yes,3.5,True,https://www.swift.ac.uk/xrt_curves/00359884/
359711,00359711,GRB090812,23 32 48.62,-10 36 17.1,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00359711/
359530,00359530,GRB090809,21 54 42.71,-00 05 01.7,3.4,Yes,,True,https://www.swift.ac.uk/xrt_curves/00359530/
359378,00359378,GRB090807,18 14 58.50,+10 15 58.2,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00359378/
358760,00358760,GRB090731,,,,,,False,https://www.swift.ac.uk/xrt_curves/00358760/
358574,00358574,GRB090728,01 58 36.75,+41 38 00.4,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00358574/
358520,00358520,GRB090727,21 03 50.59,+64 55 27.7,3.9,No,,True,https://www.swift.ac.uk/xrt_curves/00358520/
358422,00358422,GRB090726,16 34 42.95,+72 53 03.3,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00358422/
358357,00358357,BAT_Trigger_358357,20 09 29.25,+32 47 37.0,5.4,No,,True,https://www.swift.ac.uk/xrt_curves/00358357/
356516,00356516,GRB090705,,,,,,False,https://www.swift.ac.uk/xrt_curves/00356516/
355911,00355911,BAT_Trigger_355911,18 45 1.56,-04 33 59.6,4.8,No,,True,https://www.swift.ac.uk/xrt_curves/00355911/
20105,00020105,GRB090625B,00 09 2.83,-65 46 49.2,4.1,No,,True,https://www.swift.ac.uk/xrt_curves/00020105/
354542,00354542,IGR J16328-4726,16 32 37.95,-47 23 42.9,2.4,Yes,,True,https://www.swift.ac.uk/xrt_curves/00354542/
354299,00354299,GRB090607,12 44 40.56,+44 06 19.5,3.9,No,4.6,True,https://www.swift.ac.uk/xrt_curves/00354299/
354221,00354221,IGR 17544-2619,17 54 25.19,-26 19 54.1,3.9,No,,True,https://www.swift.ac.uk/xrt_curves/00354221/
353728,00353728,GRB090531B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00353728/
353567,00353567,GRB090530,11 57 40.51,+26 35 38.6,2.1,Yes,4.5,True,https://www.swift.ac.uk/xrt_curves/00353567/
353540,00353540,GRB090529,14 09 52.64,+24 27 31.6,3.6,No,4.9,True,https://www.swift.ac.uk/xrt_curves/00353540/
352648,00352648,GRB090519,09 29 6.94,+00 10 48.3,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00352648/
352420,00352420,GRB090518,07 59 48.98,+00 45 32.8,2.0,Yes,2.0,True,https://www.swift.ac.uk/xrt_curves/00352420/
352417,00352417,BAT_Trigger_352417,,,,,,False,https://www.swift.ac.uk/xrt_curves/00352417/
352190,00352190,GRB090516,09 13 2.62,-11 51 17.1,4.0,No,,True,https://www.swift.ac.uk/xrt_curves/00352190/
352108,00352108,GRB090515,10 56 36.18,+14 26 27.0,3.4,Yes,,True,https://www.swift.ac.uk/xrt_curves/00352108/
351588,00351588,GRB090510,22 14 12.51,-26 34 59.0,2.0,Yes,3.9,True,https://www.swift.ac.uk/xrt_curves/00351588/
351323,00351323,SAX J1818.6-1703,18 18 37.63,-17 02 45.2,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00351323/
350854,00350854,GRB090429B,14 02 40.12,+32 10 15.2,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00350854/
350479,00350479,GRB090426,12 36 17.98,+32 59 09.1,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00350479/
350311,00350311,GRB090424,12 38 5.41,+16 50 11.6,3.7,No,4.5,True,https://www.swift.ac.uk/xrt_curves/00350311/
350184,00350184,GRB090423,09 55 33.11,+18 08 58.6,2.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00350184/
349931,00349931,GRB090422,19 39 0.04,+40 23 02.9,2.2,Yes,,True,https://www.swift.ac.uk/xrt_curves/00349931/
349718,00349718,Subthreshhold non-burst,,,,,,False,https://www.swift.ac.uk/xrt_curves/00349718/
349592,00349592,GRB090419,13 07 42.81,-75 36 20.8,2.1,Yes,2.1,True,https://www.swift.ac.uk/xrt_curves/00349592/
349510,00349510,GRB090418,17 57 15.09,+33 24 19.9,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00349510/
349450,00349450,GRB090417B,13 58 46.50,+47 01 00.5,3.7,No,2.0,True,https://www.swift.ac.uk/xrt_curves/00349450/
348781,00348781,GRB090409,,,,,,False,https://www.swift.ac.uk/xrt_curves/00348781/
348720,00348720,GRB090408,,,,,,False,https://www.swift.ac.uk/xrt_curves/00348720/
348650,00348650,GRB090407,04 35 54.95,-12 40 46.2,2.1,Yes,4.8,True,https://www.swift.ac.uk/xrt_curves/00348650/
348428,00348428,GRB090404,15 56 57.57,+35 30 58.1,2.1,Yes,2.5,True,https://www.swift.ac.uk/xrt_curves/00348428/
345945,00345945,GRB090309,18 59 53.51,-25 15 39.8,3.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00345945/
345777,00345777,GRB090308,12 14 0.39,-48 49 01.3,2.2,Yes,,True,https://www.swift.ac.uk/xrt_curves/00345777/
345551,00345551,GRB090307,16 19 58.62,-28 38 01.3,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00345551/
345396,00345396,Subthreshold non-burst,01 06 58.31,-50 00 07.4,4.9,No,,True,https://www.swift.ac.uk/xrt_curves/00345396/
345127,00345127,GRB090305,,,,,,False,https://www.swift.ac.uk/xrt_curves/00345127/
343319,00343319,Non burst,,,,,,False,https://www.swift.ac.uk/xrt_curves/00343319/
342121,00342121,GRB090205,14 43 38.72,-27 51 10.9,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00342121/
341965,00341965,AXP 1E1547.0-5408,15 50 54.22,-54 18 23.9,2.1,Yes,3.7,True,https://www.swift.ac.uk/xrt_curves/00341965/
341749,00341749,GRB090201,06 08 12.74,-46 35 19.8,3.5,No,2.3,True,https://www.swift.ac.uk/xrt_curves/00341749/
341452,00341452,IGR 16479-4514,16 48 6.93,-45 12 06.6,2.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00341452/
341114,00341114,BAT_Trigger_341114,15 50 54.24,-54 18 22.7,2.1,Yes,2.0,True,https://www.swift.ac.uk/xrt_curves/00341114/
341076,00341076,BAT_Trigger_341076,11 20 57.14,-61 54 58.1,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00341076/
341055,00341055,BAT_Trigger_341055,15 50 54.43,-54 18 22.4,2.2,Yes,,True,https://www.swift.ac.uk/xrt_curves/00341055/
340986,00340986,AXP 1E1547.0-5408,15 50 54.16,-54 18 23.2,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00340986/
340973,00340973,1A 1118-61,11 20 57.42,-61 54 59.7,3.7,No,,True,https://www.swift.ac.uk/xrt_curves/00340973/
340923,00340923,AXP 1E1547.0-5408,15 50 53.88,-54 18 13.7,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00340923/
340919,00340919,BAT_Trigger_340919,11 20 57.18,-61 55 00.6,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00340919/
340895,00340895,GRB090123,00 27 8.76,-23 30 05.3,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00340895/
340734,00340734,GRB090122,,,,,,False,https://www.swift.ac.uk/xrt_curves/00340734/
340573,00340573,AXP 1E1547.0-5408,15 50 53.79,-54 18 25.2,3.5,No,,True,https://www.swift.ac.uk/xrt_curves/00340573/
339696,00339696,GRB090111,16 46 42.10,+00 04 37.6,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00339696/
339162,00339162,BAT_Trigger_339162,11 20 57.07,-61 54 58.8,3.7,No,,True,https://www.swift.ac.uk/xrt_curves/00339162/
338895,00338895,GRB090102,08 32 58.53,+33 06 52.5,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00338895/
338633,00338633,GRB081230,02 29 19.37,-25 08 51.9,2.4,Yes,4.3,True,https://www.swift.ac.uk/xrt_curves/00338633/
338338,00338338,GRB081228,02 37 50.55,+30 51 11.9,3.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00338338/
338177,00338177,GRB081226,08 01 59.86,-69 01 48.4,2.7,Yes,2.9,True,https://www.swift.ac.uk/xrt_curves/00338177/
337914,00337914,GRB081222,01 30 57.76,-34 05 43.8,3.5,No,,True,https://www.swift.ac.uk/xrt_curves/00337914/
337115,00337115,GRB081211,21 52 27.90,-33 50 11.3,2.1,Yes,4.4,True,https://www.swift.ac.uk/xrt_curves/00337115/
337073,00337073,GRB081210,04 41 56.23,-11 15 28.5,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00337073/
335971,00335971,BAT_Trigger_335971,,,,,,False,https://www.swift.ac.uk/xrt_curves/00335971/
335895,00335895,GRB081128,01 23 12.96,+38 07 37.6,2.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00335895/
335715,00335715,GRB081127,22 08 15.40,+06 51 01.2,2.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00335715/
335647,00335647,GRB081126,21 34 3.62,+48 42 35.3,2.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00335647/
335105,00335105,GRB081121,05 57 6.15,-60 36 10.5,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00335105/
334877,00334877,GRB081118,05 30 22.25,-43 18 07.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00334877/
334129,00334129,GRB081109B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00334129/
334112,00334112,GRB081109,22 03 9.71,-54 42 42.8,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00334112/
333666,00333666,GRB081104,06 41 56.21,-54 43 11.6,3.3,No,2.0,True,https://www.swift.ac.uk/xrt_curves/00333666/
333427,00333427,GRB081102,22 04 41.35,+52 59 40.2,1.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00333427/
333320,00333320,BAT_Trigger_333320,,,,,,False,https://www.swift.ac.uk/xrt_curves/00333320/
332931,00332931,GRB081029,23 07 5.82,-68 09 21.0,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00332931/
332516,00332516,GRB081024,01 51 29.88,+61 19 54.1,2.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00332516/
332287,00332287,GRB081021,,,,,,False,https://www.swift.ac.uk/xrt_curves/00332287/
331856,00331856,GRB081016B,00 58 16.10,-43 31 46.6,3.2,No,,True,https://www.swift.ac.uk/xrt_curves/00331856/
331332,00331332,GRB081011,,,,,,False,https://www.swift.ac.uk/xrt_curves/00331332/
331093,00331093,GRB081008,18 39 49.92,-57 25 54.8,1.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00331093/
330856,00330856,GRB081007,22 39 50.57,-40 08 49.3,1.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00330856/
330353,00330353,GRB081003,15 50 54.10,-54 18 24.1,1.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00330353/
325707,00325707,Non burst,,,,,,False,https://www.swift.ac.uk/xrt_curves/00325707/
325268,00325268,GRB080919,17 40 53.75,-42 22 07.2,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00325268/
324907,00324907,GRB080916B,10 54 39.74,+69 03 56.9,3.6,No,,True,https://www.swift.ac.uk/xrt_curves/00324907/
324895,00324895,GRB080916,22 25 6.47,-57 01 21.4,1.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00324895/
324744,00324744,GRB080915,,,,,,False,https://www.swift.ac.uk/xrt_curves/00324744/
324561,00324561,GRB080913,04 22 54.72,-25 07 45.4,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00324561/
324362,00324362,2CG 135+01,02 40 31.63,+61 13 45.9,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00324362/
323984,00323984,GRB080906,15 12 11.12,-80 31 05.3,3.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00323984/
323898,00323898,GRB080905B,20 06 57.76,-62 33 48.1,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00323898/
323870,00323870,GRB080905,19 10 41.65,-18 52 48.2,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00323870/
323650,00323650,BAT_Trigger_323650,05 01 6.13,+45 16 36.7,3.4,No,,True,https://www.swift.ac.uk/xrt_curves/00323650/
323542,00323542,GRB080903,05 47 10.10,+51 15 52.3,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00323542/
322590,00322590,GRB080828,,,,,,False,https://www.swift.ac.uk/xrt_curves/00322590/
321174,00321174,SGR 0501+4516,05 01 6.78,+45 16 34.0,2.5,Yes,3.0,True,https://www.swift.ac.uk/xrt_curves/00321174/
319963,00319963,BAT_Trigger_319963,17 39 11.99,-30 20 37.7,4.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00319963/
319036,00319036,GRB080805,20 56 53.46,-62 26 39.6,3.3,No,,True,https://www.swift.ac.uk/xrt_curves/00319036/
319016,00319016,GRB080804,21 54 40.20,-53 11 05.5,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00319016/
318832,00318832,BAT_Trigger_318832,18 02 54.46,-32 20 02.2,3.1,No,,True,https://www.swift.ac.uk/xrt_curves/00318832/
318170,00318170,GRB080727C,02 10 32.12,+64 08 15.8,2.8,Yes,4.0,True,https://www.swift.ac.uk/xrt_curves/00318170/
318166,00318166,XTE J1701-407,17 01 44.66,-40 51 27.6,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00318166/
318101,00318101,GRB080727B,18 27 26.20,+01 09 46.6,2.7,Yes,3.6,True,https://www.swift.ac.uk/xrt_curves/00318101/
318094,00318094,GRB080727,13 53 33.82,-18 32 41.7,2.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00318094/
317662,00317662,GRB080723,18 17 57.74,-06 53 57.9,2.6,Yes,2.4,True,https://www.swift.ac.uk/xrt_curves/00317662/
317393,00317393,GRB080720,,,,,,False,https://www.swift.ac.uk/xrt_curves/00317393/
316910,00316910,GRB 080714,12 32 25.88,-60 16 38.1,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00316910/
316534,00316534,GRB 080710,00 33 5.50,+19 30 05.8,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00316534/
316204,00316204,GRB080707,02 10 28.36,+33 06 34.8,3.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00316204/
316063,00316063,GRB080705,08 40 47.85,-45 03 37.7,3.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00316063/
315819,00315819,GRB080703,06 47 13.25,-63 13 13.2,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00315819/
315710,00315710,GRB080702,20 52 12.16,+72 18 47.0,2.8,Yes,3.7,True,https://www.swift.ac.uk/xrt_curves/00315710/
315615,00315615,GRB080701,03 03 21.45,+75 28 31.3,3.1,No,2.5,True,https://www.swift.ac.uk/xrt_curves/00315615/
315080,00315080,GRB080623,15 50 38.55,-62 02 56.1,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00315080/
313954,00313954,GRB080613,11 35 11.46,-07 06 18.9,3.1,Yes,,True,https://www.swift.ac.uk/xrt_curves/00313954/
313417,00313417,GRB080607,12 59 47.16,+15 55 09.5,2.6,Yes,4.2,True,https://www.swift.ac.uk/xrt_curves/00313417/
313299,00313299,GRB080605,17 28 30.17,+04 00 58.6,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00313299/
313116,00313116,GRB080604,15 47 51.66,+20 33 29.1,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00313116/
312958,00312958,GRB080602,01 16 42.10,-09 13 55.8,2.5,Yes,4.1,True,https://www.swift.ac.uk/xrt_curves/00312958/
312242,00312242,GRB080523,01 23 11.66,-64 01 54.4,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00312242/
312047,00312047,GRB080520,18 40 46.52,-54 59 31.2,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00312047/
311874,00311874,GRB080517,06 48 58.23,+50 44 06.1,2.7,Yes,4.9,True,https://www.swift.ac.uk/xrt_curves/00311874/
311762,00311762,GRB080516,08 02 34.07,-26 09 33.8,2.8,Yes,2.0,True,https://www.swift.ac.uk/xrt_curves/00311762/
311159,00311159,GRB080506,21 57 41.51,+38 59 05.7,4.32,No,,True,https://www.swift.ac.uk/xrt_curves/00311159/
310785,00310785,GRB080503,19 06 28.85,+68 47 37.0,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00310785/
310613,00310613,GRB080430,11 01 14.60,+51 41 07.6,2.6,Yes,4.9,True,https://www.swift.ac.uk/xrt_curves/00310613/
310219,00310219,GRB080426,01 45 59.82,+69 28 06.7,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00310219/
309665,00309665,BAT_Trigger_309665,,,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00309665/
309111,00309111,GRB080413B,21 44 34.56,-19 58 51.5,2.5,Yes,4.1,True,https://www.swift.ac.uk/xrt_curves/00309111/
309096,00309096,GRB080413,19 09 11.29,-27 40 42.9,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00309096/
308812,00308812,GRB080409,05 37 19.19,+05 05 06.8,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00308812/
308797,00308797,BAT_Trigger_308797,17 39 11.52,-30 20 34.6,4.58,No,,True,https://www.swift.ac.uk/xrt_curves/00308797/
308041,00308041,GRB080330,11 17 2.12,+30 37 21.9,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00308041/
307931,00307931,GRB080328,05 21 55.77,+47 30 37.6,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00307931/
306858,00306858,GRB080320,11 50 56.38,+57 09 27.9,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00306858/
306793,00306793,GRB080319D,06 37 53.45,+23 56 35.0,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00306793/
306778,00306778,GRB080319C,,,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00306778/
306754,00306754,GRB080319,13 45 19.96,+44 04 49.4,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00306754/
306746,00306746,GRB080319,,,,,,False,https://www.swift.ac.uk/xrt_curves/00306746/
306616,00306616,Sco X-1,,,,,,False,https://www.swift.ac.uk/xrt_curves/00306616/
306323,00306323,GRB080315,,,,,,False,https://www.swift.ac.uk/xrt_curves/00306323/
305288,00305288,GRB080310,14 40 13.86,-00 10 29.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00305288/
305011,00305011,GRB080307,09 06 30.80,+35 08 19.2,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00305011/
304549,00304549,GRB080303,07 28 14.11,-70 14 04.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00304549/
304379,00304379,GRB080229,15 12 52.46,-14 42 18.0,2.5,Yes,4.0,True,https://www.swift.ac.uk/xrt_curves/00304379/
303631,00303631,GRB080218B,11 51 49.63,-53 05 49.3,2.7,Yes,3.5,True,https://www.swift.ac.uk/xrt_curves/00303631/
303105,00303105,GRB080212,,,,,,False,https://www.swift.ac.uk/xrt_curves/00303105/
302888,00302888,GRB080210,16 45 4.13,+13 49 34.0,4.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00302888/
302506,00302506,GRB080205,06 33 0.65,+62 47 30.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00302506/
301981,00301981,GRB080129,07 01 8.40,-07 50 45.8,4.2,No,,True,https://www.swift.ac.uk/xrt_curves/00301981/
301578,00301578,GRB080123,22 35 46.00,-64 54 02.4,2.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00301578/
299787,00299787,GRB071227,03 52 31.53,-55 59 00.2,4.3,No,,True,https://www.swift.ac.uk/xrt_curves/00299787/
297114,00297114,GRB071122,18 26 25.18,+47 04 31.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00297114/
296856,00296856,GRB071118,19 58 51.67,+70 07 27.5,2.5,Yes,4.2,True,https://www.swift.ac.uk/xrt_curves/00296856/
296805,00296805,GRB071117,22 20 10.45,-63 26 32.6,3.2,No,4.9,True,https://www.swift.ac.uk/xrt_curves/00296805/
296504,00296504,GRB071112C,02 36 50.87,+28 22 19.0,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00296504/
296491,00296491,GRB071112,,,,,,False,https://www.swift.ac.uk/xrt_curves/00296491/
295779,00295779,GRB 071101,,,,,,False,https://www.swift.ac.uk/xrt_curves/00295779/
295670,00295670,GRB 071031,00 25 37.40,-58 03 33.2,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00295670/
295527,00295527,GRB 071028A,07 59 16.61,+21 29 05.5,2.7,Yes,4.7,True,https://www.swift.ac.uk/xrt_curves/00295527/
294835,00294835,GRB 071020,07 58 39.65,+32 51 39.7,2.9,No,,True,https://www.swift.ac.uk/xrt_curves/00294835/
293924,00293924,GRB 071011,,,,,,False,https://www.swift.ac.uk/xrt_curves/00293924/
293795,00293795,GRB 071010B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00293795/
292826,00292826,GRB 071001,09 58 55.02,-59 46 52.0,3.2,No,,True,https://www.swift.ac.uk/xrt_curves/00292826/
287409,00287409,GRB 070810B,,,,,,False,https://www.swift.ac.uk/xrt_curves/00287409/
287364,00287364,GRB 070810A,12 39 51.26,+10 45 03.1,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00287364/
287344,00287344,GRB 070809,13 35 4.54,-22 08 30.2,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00287344/
287260,00287260,GRB 070808,00 27 3.46,+01 10 35.7,2.6,Yes,2.0,True,https://www.swift.ac.uk/xrt_curves/00287260/
287088,00287088,GRB 070805,,,,,,False,https://www.swift.ac.uk/xrt_curves/00287088/
286809,00286809,GRB 070802,02 27 35.67,-55 31 40.5,4.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00286809/
286373,00286373,GRB 070729,03 45 16.07,-39 19 18.0,3.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00286373/
285948,00285948,GRB 070724A,01 51 13.97,-18 35 38.5,2.8,Yes,3.1,True,https://www.swift.ac.uk/xrt_curves/00285948/
284856,00284856,GRB 070714B,03 51 22.33,+28 17 51.1,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00284856/
284850,00284850,GRB 070714A,,,,,,False,https://www.swift.ac.uk/xrt_curves/00284850/
283791,00283791,GRB 070704,23 38 47.83,+66 15 11.9,3.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00283791/
283320,00283320,GRB 070628,07 41 5.99,-20 16 44.0,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00283320/
282808,00282808,GRB 070621,21 35 10.23,-24 49 03.5,2.6,Yes,2.4,True,https://www.swift.ac.uk/xrt_curves/00282808/
282445,00282445,GRB 070616,02 08 36.81,+56 56 44.1,3.0,Yes,2.9,True,https://www.swift.ac.uk/xrt_curves/00282445/
282073,00282073,GRB 070612B,17 26 54.40,-08 45 06.5,3.1,No,3.7,True,https://www.swift.ac.uk/xrt_curves/00282073/
282003,00282003,GRB 070611,00 07 58.02,-29 45 23.1,3.3,No,,True,https://www.swift.ac.uk/xrt_curves/00282003/
281993,00281993,GRB 070610,19 55 09.6,+26 14 06.3,8.2,No,,True,https://www.swift.ac.uk/xrt_curves/00281993/
280958,00280958,GRB 070531,,,,,,False,https://www.swift.ac.uk/xrt_curves/00280958/
280706,00280706,GRB 070529,18 54 58.29,+20 39 35.2,2.6,Yes,,True,https://www.swift.ac.uk/xrt_curves/00280706/
279935,00279935,GRB 070521,16 10 38.62,+30 15 21.5,2.7,Yes,2.4,True,https://www.swift.ac.uk/xrt_curves/00279935/
279898,00279898,GRB 070520B,08 07 31.16,+57 36 31.0,3.3,No,,True,https://www.swift.ac.uk/xrt_curves/00279898/
279592,00279592,GRB 070518,16 56 47.69,+55 17 41.8,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00279592/
279494,00279494,GRB 070517,18 30 29.01,-62 17 51.3,3.1,No,,True,https://www.swift.ac.uk/xrt_curves/00279494/
278903,00278903,GRB 070509,15 51 50.54,-78 39 07.5,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00278903/
278854,00278854,GRB 070508,20 51 10.88,-78 23 03.5,3.0,No,2.5,True,https://www.swift.ac.uk/xrt_curves/00278854/
278693,00278693,GRB 070506,23 08 52.20,+10 43 20.0,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00278693/
277582,00277582,GRB 070429B,21 52 3.75,-38 49 42.3,3.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00277582/
277571,00277571,GRB 070429A,19 50 49.08,-32 24 16.4,2.8,Yes,,True,https://www.swift.ac.uk/xrt_curves/00277571/
276321,00276321,GRB 070420,08 04 55.13,-45 33 21.6,2.5,Yes,,True,https://www.swift.ac.uk/xrt_curves/00276321/
276205,00276205,GRB 070419A,12 10 58.63,+39 55 33.8,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00276205/
275119,00275119,GRB 070412,12 06 10.23,+40 08 36.2,5.1,No,,True,https://www.swift.ac.uk/xrt_curves/00275119/
275087,00275087,GRB 070411,07 09 19.82,+01 03 50.5,3.4,No,,True,https://www.swift.ac.uk/xrt_curves/00275087/
273180,00273180,GRB 070330,17 58 9.83,-63 47 35.7,3.0,No,,True,https://www.swift.ac.uk/xrt_curves/00273180/
263361,00263361,GRB 070306,09 52 23.41,+10 28 56.7,3.1,No,,True,https://www.swift.ac.uk/xrt_curves/00263361/
261880,00261880,GRB 070224,11 56 6.58,-13 19 50.5,2.7,Yes,,True,https://www.swift.ac.uk/xrt_curves/00261880/
261664,00261664,GRB 070223,10 13 48.73,+43 08 00.4,4.0,No,4.8,True,https://www.swift.ac.uk/xrt_curves/00261664/
261299,00261299,GRB 070220,02 19 7.03,+68 48 17.7,3.0,Yes,,True,https://www.swift.ac.uk/xrt_curves/00261299/
261132,00261132,GRB 070219,17 20 45.82,+69 22 12.4,3.3,Yes,,True,https://www.swift.ac.uk/xrt_curves/00261132/
259803,00259803,GRB 070209,,,,,,False,https://www.swift.ac.uk/xrt_curves/00259803/
259714,00259714,GRB 070208,13 11 32.59,+61 57 53.7,2.9,Yes,,True,https://www.swift.ac.uk/xrt_curves/00259714/
